Cluster,Topics
1295,"bst, analyst, consultant, transport, vertical"
1296,"policy, compensation, negotiation, native, title"
1297,"senior, analyst, sourcing, officer, personnel"
1298,"remediation, cua0149312, oracle, hyperion, obiee"
1299,"australia, delivery, supply, force, police"
1300,"georges, st, tce, level, fitout"
1301,"authority, performance, island, rottnest, ria"
1302,"restoration, optical, metallic, fibre, cables"
1303,"containers, storage, surge, fsh, mortuary"
1304,"software, i2, intelligence, ibm, ibase"
1305,"systems, attachment, sccm, master, scrum"
1306,"engineering, station, street, midland, cale"
1307,"users, commodity, economic, data, subscription"
1308,"north, training, tafe, visual, audio"
1309,"replacement, primary, education, school, broome"
1310,"officer, use, agreement, common, revenue"
1311,"charles, gairdner, minor, stimulus, block"
1312,"1904, subscription, professionals, technical, gartner"
1313,"support, spatial, information, geographic, gis"
1314,"487, 8682023, hr, 1hr, director"
1315,"parasol, education, 1x, relocation, toilet"
1316,"experience, d365, developer, net, angular"
1317,"relocation, high, education, school, broome"
1318,"qeii, medical, ii, elizabeth, queen"
1319,"speed, recycle, supply, pumps, pump"
1320,"supply, prison, cuargs2014, natural, gas"
1321,"advisory, specialist, policy, market, energy"
1322,"fl360, safety, hospital, cameras, cctv"
1323,"transformer, authority, generator, island, rottnest"
1324,"response, resident, date, citizen, tenderer"
1325,"wa, equipment, health, wachs, maintenance"
1326,"sir, charles, hospital, scgh, ward"
1327,"occupational, coordinator, quality, safety, officer"
1328,"mental, perth, hospital, royal, health"
1329,"rail, link, cockburn, thornlie, yanchep"
1330,"contract, public, authority, transport, pta"
1331,"vincent, fremantle, prison, supply, electricity"
1332,"buying, payroll, financial, finance, officer"
1333,"renewal, dmirs, security, micro, trend"
1334,"corporate, engagement, officer, coordinator, communications"
1335,"program, remediation, requires, dmirs, analyst"
1336,"swicc, solution, cuaicts2015, ndis, crm"
1337,"passenger, seats, bus, esperance, buses"
1338,"november, alarm, intruder, brennan, jacalyn"
1339,"hadsco, resourcing, wod, hss, outsourced"
1340,"allow, industrial, federal, awarded, allowances"
1341,"refurbishment, education, panel, recovery, architectural"
1342,"fixed, police, aviation, wing, aircraft"
1343,"government, industries, local, sport, cultural"
1344,"officer, contracts, ict, specialist, procurement"
1345,"regional, containers, kitchen, prison, broome"
1346,"element, healthy, overweight, eating, obesity"
1347,"precinct, planning, pta, station, design"
1348,"extra, remediation, officer, hrwl, licensing"
1349,"chris, flood, quarries, nillibubbica, quarry"
1350,"optus, venue, world, cup, fifa"
1351,"optic, supply, brocade, switches, fibre"
1352,"install, block, walls, operable, wall"
1353,"clinic, fit, mailing, joondalup, breastscreen"
1354,"remote, abn, essential, rems, municipal"
1355,"production, vuelio, multimedia, monitoring, media"
1356,"officer, chong, pyay, chan, kai"
1357,"strong, portfolio, wa, police, force"
1358,"narrogin, additional, counselling, counsellor, financial"
1359,"gent, po1000778, po100253, advice, legal"
1360,"sap, samf, plan, strategic, asset"
1361,"education, district, remediation, damaged, gingin"
1362,"officer, christine, gao, bushfire, wooroloo"
1363,"highway, infrastructure, road, sustainability, rating"
1364,"dpird2022062, dpird2022141, maintenance, civil, crew"
1365,"entry, windows, college, window, screens"
1366,"burns, issued, primary, education, school"
1367,"property, tenancy, program, transitional, housing"
1368,"santa, grey, hyundai, fe, highlander"
1369,"accommodation, upload, regional, bunbury, prison"
1370,"australia, complex, force, maylands, police"
1371,"school, public, schools, security, nominated"
1372,"derbarl, yerrigan, sport, aboriginal, cultural"
1373,"auction, forfeited, unclaimed, motor, auctioneering"
1374,"refurbishment, high, school, district, science"
1375,"homecare, care, home, community, kimberley"
1376,"programmed, dof, quotes, removal, acm"
1377,"resource, iserver, architect, architecture, enterprise"
1378,"emip, pacs, medical, platform, imaging"
1379,"quantities, clause, adjustment, rendering, police"
1380,"reform, review, research, advisory, ict"
1381,"bushfire, contractor, seeking, emergency, dfes"
1382,"assessment, legislation, whs, health, safety"
1383,"program, community, equipment, aids, caep"
1384,"school, primary, beach, burns, art"
1385,"western, australia, education, primary, school"
1386,"material, materials, dozer, road, stockpiling"
1387,"selective, replacement, kemh, door, doors"
1388,"vemco, acoustic, rov, equipment, nortek"
1389,"measurement, noise, doppler, profilers, vibration"
1390,"kangaroo, arboricultural, parrot, tree, zoo"
1391,"landscape, master, board, park, burswood"
1392,"category, temp, officer, personnel, cuatps2019"
1393,"construction, conservation, penguin, block, toilet"
1394,"health, initiatives, leadership, development, leaders"
1395,"support, review, private, administrator, pas"
1396,"investigations, marine, benthic, habitat, tantabiddi"
1397,"design, technology, upgrades, compliance, mechanical"
1398,"deliverables, manager, hss, healthnext, program"
1399,"grader, workstations, desks, office, furniture"
1400,"imperva, infrastructure, vehicle, idv, diagnostic"
1401,"transport, dot, harbour, boat, cleaning"
1402,"kimberley, conditions, plant, hire, contract"
1403,"required, phase, review, workshops, procurement"
1404,"justice, supply, sites, court, electricity"
1405,"analysis, impact, plastic, benefit, plastics"
1406,"beechboro, landing, helicopter, 806, revegetation"
1407,"analyst, lead, high, capacity, signalling"
1408,"led, brand, school, panels, interactive"
1409,"school, 3x, education, primary, alkimos"
1410,"harness, western, wagering, racing, rwwa"
1411,"sans, software, hardware, brocade, hds"
1412,"seeking, contractor, australia, student, western"
1413,"recurrent, microbiota, faecal, clostridium, difficile"
1414,"qualitative, weighted, assessed, ranking, criteria"
1415,"plans, click, campus, devices, multifunctional"
1416,"australia, emergency, rescue, western, construction"
1417,"corrugated, hpl, csp, pipes, steel"
1418,"manufacturing, bait, rock, fisheries, lobster"
1419,"park, oph, osborne, water, hot"
1420,"installation, classroom, storage, buildings, removed"
1421,"collection, womens, prison, melaleuca, waste"
1422,"portacount, testing, mask, respirator, fit"
1423,"hospital, nuclear, stanley, fiona, radiopharmaceuticals"
1424,"delivery, 44kw, supply, loader, track"
1425,"arena, emergency, intercommunication, warning, ewis"
1426,"l1, centre, public, level, furniture"
1427,"finance, administration, staff, engagement, clerical"
1428,"employers, quarter, income, college, mindarie"
1429,"log, timber, agreement, master, sales"
1430,"tafe, college, moora, agricultural, machinery"
1431,"analyst, cloud, digital, analysis, program"
1432,"test, native, application, mobile, lotterywest"
1433,"western, joondalup, academy, force, police"
1434,"equipment, network, server, maintenance, hpe"
1435,"people, health, homeless, experiencing, homelessness"
1436,"advisian, jacobs, amcl, panel, asset"
1437,"delivery, portable, installation, dwer200922, standpipe"
1438,"passenger, students, seats, school, bus"
1439,"pathology, pch, genetic, diseases, undiagnosed"
1440,"patients, disability, program, long, stay"
1441,"tafe, online, nursing, learning, nmtafe"
1442,"fiona, stanley, tisagenlecleucel, cell, therapy"
1443,"reasonable, direct, steps, noise, superintendent"
1444,"edward, scarborough, lanes, odin, road"
1445,"development, architecture, consulting, consultancy, consultant"
1446,"plan, plans, development, maturity, roadmap"
1447,"health, country, redevelopment, bunbury, hospital"
1448,"seeking, suppliers, force, police, panel"
1449,"binnu, campaign, heritage, seroja, cyclone"
1450,"upgrades, survey, bar, marble, heritage"
1451,"suppliers, maritime, dot, transport, expressions"
1452,"akg, rooms, hema, hepa, filters"
1453,"software, online, solution, processing, infringement"
1454,"leisure, mps, lifestyle, groove, moove"
1455,"tablets, microsoft, laptops, pro, surface"
1456,"developer, migration, integration, program, kaartdijin"
1457,"big, internet, mailbox, migration, f5"
1458,"vehicle, commercial, steel, green, mrwa"
1459,"lln, merchandise, panel, clothing, fashion"
1460,"refurbishment, yard, classrooms, wycombe, modular"
1461,"country, innovation, officer, directorate, supply"
1462,"review, assistance, baseline, controls, financial"
1463,"policy, extranet, switch, firewalls, firewall"
1464,"365, 22, support, microsoft, enterprise"
1465,"installation, education, cassia, school, primary"
1466,"campaign, code, development, evaluation, program"
1467,"lodgement, response, date, submitted, electronically"
1468,"mechanical, structure, chipping, engineer, engineering"
1469,"pv, installation, supply, 50kw, solar"
1470,"fiori, 100, platform, software, fulcrum"
1471,"hospital, dishwashing, replacement, ahs, dishwasher"
1472,"hybrid, national, lithium, purnululu, batteries"
1473,"cua, hosting, gnict2015, based, cloud"
1474,"centre, ip, contact, telephony, voice"
1475,"dot, quickbase, tableau, software, licences"
1476,"tree, head, bald, trail, walk"
1477,"college, damage, east, kimberley, remediation"
1478,"railway, rd, heritage, price, tom"
1479,"rsr, legal, leasing, contract, consultancy"
1480,"education, shed, installation, school, primary"
1481,"cleaning, events, wa, venues, venueswest"
1482,"technical, medical, architect, data, wachs"
1483,"campus, kununurra, tafe, regional, gardening"
1484,"rugby, conditioner, 5mva, capacitor, transformer"
1485,"enterprise, license, systems, licence, bentley"
1486,"pfm, programmed, perimeter, fence, fencing"
1487,"esri, arcgis, maintenance, software, support"
1488,"dmirs20395, online, systems, consultant, compliance"
1489,"senior, requires, dmirs, developer, java"
1490,"support, emergency, website, ict, liaison"
1491,"health, pharmacy, wachs, wheatbelt, plumbing"
1492,"telehealth, country, patient, health, wachs"
1493,"memorial, escalator, passenger, lifts, lift"
1494,"tavi, implants, transcatheter, valve, aortic"
1495,"dental, people, community, aboriginal, health"
1496,"supply, poly, handsets, disposable, headsets"
1497,"berth, southern, ports, port, bunbury"
1498,"ritm0077725, rwwa, prospector, avonlink, wifi"
1499,"byford, secondary, aveley, esf, bus"
1500,"residential, care, carnarvon, furniture, aged"
1501,"depot, concept, storage, facility, nowergup"
1502,"education, school, senior, high, melville"
1503,"swan, foundation, tower, dlgsc, bells"
1504,"express, servicenow, azure, month, fastplan"
1505,"urgent, rockingham, health, hospital, behavioural"
1506,"exdsho, file, digitisation, files, cuarec2015"
1507,"genetics, nmr, design, pathwest, laboratory"
1508,"stock, rolling, engineer, technician, rollingstock"
1509,"precinct, scheme, consultant, improvement, redcliffe"
1510,"contractors, behalf, pty, programmed, pfm"
1511,"prs, processes, 19, covid, testing"
1512,"level, removal, armadale, crossing, inner"
1513,"australasia, compass, mackenzie, upstream, hydrogeological"
1514,"removal, cuawas2016, waste, park, whiteman"
1515,"dpird2022133, dpird2023064, james, engagement, butterworth"
1516,"cuaicts2015, enterprise, intelligence, warehouse, data"
1517,"associated, docking, laptop, purchase, laptops"
1518,"charles, gairdner, hospital, refurbishment, block"
1519,"barrier, gates, wall, wellington, dam"
1520,"temperature, cabinets, incubator, parrot, incubators"
1521,"plant, decking, sandpit, excavation, site"
1522,"white, label, saas, airlock, whitelisting"
1523,"industry, processing, regulation, mines, carlisle"
1524,"infoline, aid, legal, security, commission"
1525,"automatic, frost, stations, portable, weather"
1526,"price, tom, upgrade, conditioning, air"
1527,"school, acp, panel, education, architectural"
1528,"detached, bed, lot, dwelling, kununurra"
1529,"1232021, 4742022, net, developer, bid"
1530,"ass, testing, application, platforming, biztalk"
1531,"test, competency, aptitude, psychometric, assessment"
1532,"polaris, ev, supply, vehicles, electric"
1533,"dd, rph, replacement, roof, block"
1534,"unlimited, renewal, workflows, enterprise, nintex"
1535,"commvault, fortinet, maintenance, cisco, renewal"
1536,"cms, digital, drupal, content, website"
1537,"support, govnext, oracle, backfill, dba"
1538,"facility, planning, health, cost, collie"
1539,"western, health, pilbara, country, wachs"
1540,"vet, contractor, seeking, training, education"
1541,"challis, station, resurfacing, resurface, platform"
1542,"surveillance, residential, geraldton, upgrade, cctv"
1543,"transportation, perth, melbourne, emergency, flight"
1544,"white, cbd, pages, perth, transport"
1545,"assa, aboriginal, short, accommodation, stay"
1546,"bins, bin, prison, roebourne, waste"
1547,"contact, attendees, mandatory, site, attendance"
1548,"geraldton, health, oncology, radiation, linac"
1549,"accidents, investigation, workplace, induction, accident"
1550,"health, mental, telephony, network, ip"
1551,"aasb, finance, communities, financial, accounting"
1552,"plan, commissariat, conservation, prison, fremantle"
1553,"alcohol, liquor, banning, drinkers, banned"
1554,"inquiry, food, agricultural, industry, wa"
1555,"wall, underpass, artworks, artwork, mural"
1556,"pumps, doj, justice, casuarina, prison"
1557,"eim, construction, proposals, communities, housing"
1558,"pty, pfm, programmed, replacement, ceiling"
1559,"accounts, payable, legal, administrative, clerical"
1560,"upgrade, western, australia, force, police"
1561,"equipment, consumables, plant, supply, hired"
1562,"video, level, volumes, risky, crossings"
1563,"coastal, values, valuations, valuation, property"
1564,"dispensers, maintenance, supply, water, irrigation"
1565,"maintenance, agreement, licenses, advantage, nearmap"
1566,"courses, hospitality, fresh, food, catering"
1567,"support, mnt, improvement, ritm0097058, ellipse"
1568,"esrn, emergency, rigging, tower, radio"
1569,"ophthalmic, oct, coherence, optical, tomography"
1570,"design, sisters, drupal, redevelopment, website"
1571,"engineering, engineer, river, crossing, swan"
1572,"supply, seats, new, school, bus"
1573,"socc, upgrade, wapol, oracle, esb"
1574,"leach, education, boyanup, brook, boyup"
1575,"community, lease, tenancy, vaccination, clinic"
1576,"delivery, supply, trade, tractor, mower"
1577,"herbert, close, 71, demolition, lot"
1578,"primary, replacement, school, air, conditioning"
1579,"year, renewal, steelhead, maintenance, riverbed"
1580,"response, 19, community, covid, aboriginal"
1581,"australia, western, marketing, wa, tourism"
1582,"hunni, mel, senior, advisor, environmental"
1583,"drill, australia, geological, gswa, petrophysical"
1584,"cart, wows, workstations, workstation, wheels"
1585,"assessment, charging, financial, operating, model"
1586,"accreditation, achs, quality, nsqhs, membership"
1587,"carps, emhs, upgrade, camms, paging"
1588,"vista, bayonet, wa, street, lot"
1589,"vaccine, influenza, aboriginal, vaccination, immunisation"
1590,"school, dhs, high, district, roebourne"
1591,"windows, 1809, 20h2, microsoft, true"
1592,"education, primary, plan, sites, definition"
1593,"peel, asset, equipment, register, audit"
1594,"painting, station, police, internal, external"
1595,"supply, medical, rkpg, hospital, gas"
1596,"government, agreement, enterprise, licensing, microsoft"
1597,"education, new, primary, school, carpark"
1598,"construction, tafe, subject, preliminaries, conditions"
1599,"lg01302015, kpbg, wsc, ssc, upgrade"
1600,"extraction, senior, margaret, collector, dust"
1601,"bars, trachoma, diarrhoeal, production, soap"
1602,"western, data, mrwa, main, roads"
1603,"education, refurbishment, high, wycombe, yard"
1604,"education, school, wall, replacement, carpet"
1605,"pool, start, rate, hourly, program"
1606,"mines, house, mineral, hydrant, pump"
1607,"dof, access, ramps, college, ramp"
1608,"pch, health, adolescent, child, cahs"
1609,"assurance, products, support, software, vmware"
1610,"replacement, school, sports, bunbury, bmw"
1611,"secure, information, panel, contract, assessors"
1612,"main, regional, ring, justice, prison"
1613,"stephenson, investigation, srv, landslip, geotechnical"
1614,"stop, hub, domestic, violence, family"
1615,"review, collie, independent, sector, university"
1616,"classrooms, school, primary, relocation, modular"
1617,"lenovo, poweredge, dr, r750, servers"
1618,"proposals, routine, breakdown, finance, generators"
1619,"spit, vibrocoring, entryway, carnarvon, fascine"
1620,"pty, pfm, programmed, refurbishment, kitchen"
1621,"replaces, framework, implementation, gesb, complaints"
1622,"11kv, supply, switch, cisco, switches"
1623,"28, dental, 01, 2023, 02"
1624,"st, agreement, patrick, funding, federation"
1625,"disposable, sanitiser, harley, masks, n95"
1626,"facility, quotes, roof, prison, hakea"
1627,"watc, azure, pexip, wa, workcover"
1628,"amalgamated, dataset, manager, content, amalgamation"
1629,"gnarla, controller, coordinator, interim, metronet"
1630,"installation, south, school, panels, solar"
1631,"performance, applications, ebs, banking, treasury"
1632,"stadium, access, perth, transport, bus"
1633,"region, pilbara, rotating, signs, drum"
1634,"medicine, covid, pathwest, microbiology, kits"
1635,"morawa, tine, college, agriculture, seeder"
1636,"change, police, digital, analysis, policing"
1637,"dpird2022056, dpird2022053, dpird2022128, öld, scheduler"
1638,"subcontractor, relocate, contractor, protect, vicinity"
1639,"invited, ground, construction, community, water"
1640,"quantitative, older, abuse, elder, prevalence"
1641,"laptops, high, senior, lenovo, cuacmd2014"
1642,"30, analyst, temp, personnel, cuatps2019"
1643,"election, printing, waec, elections, electoral"
1644,"satellite, pop, tags, archival, transmitting"
1645,"360, augmented, engagement, reporting, analytics"
1646,"facility, gallagher, bus, malaga, depot"
1647,"rcs, school, remote, wananami, foundation"
1648,"wachs, training, essentials, power, bi"
1649,"sp, ord, orientalis, typha, typhonium"
1650,"officer, assistant, line, ellenbrook, morley"
1651,"reinsurance, commission, indemnity, injury, insurance"
1652,"link, perth, station, airport, forrestfield"
1653,"thomson, accommodation, authority, rottnest, island"
1654,"process, software, specialist, meropolitan, tafe"
1655,"neuro, consumables, stimulator, nerve, vagal"
1656,"request, main, roads, pilbara, gardening"
1657,"precinct, pcc, centre, perth, cultural"
1658,"dlgsc, icts2015, professional, property, asset"
1659,"authority, school, advertised, bidders, bus"
1660,"directive, electronic, solution, wa, health"
1661,"returns, ato, fringe, tax, fbt"
1662,"helicopters, damage, kimberley, levee, flood"
1663,"substructure, repairs, repair, pile, bridge"
1664,"imaging, intervention, niiswa, biplanar, neurological"
1665,"analyst, features, genesys, centre, contact"
1666,"program, workstream, data, healthnext, migration"
1667,"dof, kenwick, upgrade, school, electrical"
1668,"requires, cloud, web, amazon, aws"
1669,"jobs, manufacture, jtsi, grain, wagons"
1670,"cuatps2019, bre, lxr, technical, writer"
1671,"school, poynter, 84, notebooks, lease"
1672,"laas, obfuscation, engineer, cloud, data"
1673,"issued, lms, proposals, masterplan, swanbourne"
1674,"software, support, ibm, maintenance, hardware"
1675,"server, vm, support, maintenance, vmware"
1676,"lines, load, inspection, level, culverts"
1677,"cahs, governance, risk, internal, audit"
1678,"software, dark, digital, discovery, forensics"
1679,"lake, lower, vasse, application, phoslock"
1680,"breakdown, parts, shown, sum, trades"
1681,"plant, vehicles, appliances, motorcycle, disposal"
1682,"structure, market, fleet, control, procurement"
1683,"platinum, capital, subscription, iq, metals"
1684,"south, campus, printing, tafe, print"
1685,"imaging, equipment, paxon, case, medical"
1686,"funding, ccm, contract, canceraid, months"
1687,"hmi, preconfigured, cobot, technologies, robotic"
1688,"tomekova, gerry, drfawa, christine, gao"
1689,"albany, regional, office, bunbury, cleaning"
1690,"local, cultural, sport, case, tennis"
1691,"pneumatic, slides, collars, sar, pod"
1692,"shs, admin, upgrade, education, architectural"
1693,"mogumber, historical, maintenance, townsite, cossack"
1694,"regiona, australasia, data, hub, copernicus"
1695,"govnex, infrastructure, fpc, ict, migration"
1696,"asset, prepare, strategic, professional, case"
1697,"carpark, surfacing, national, skywalk, kalbarri"
1698,"support, databases, ebusiness, financials, oracle"
1699,"culvert, delivery, supply, pipes, concrete"
1700,"practical, training, loads, manual, handling"
1701,"medical, park, records, osborne, hospital"
1702,"development, building, software, java, energy"
1703,"reservation, ea, enterprise, agreement, microsoft"
1704,"derby, flooring, replacement, floor, vinyl"
1705,"upgrade, duncan, downs, gordon, road"
1706,"investment, nif, ifm, fund, evaluation"
1707,"layer, rendering, mulesoft, dynamically, eventsbridge"
1708,"promotional, posters, print, dpc, printing"
1709,"wa, box, door, state, library"
1710,"certificates, retention, generating, portal, keys4life"
1711,"dfes, printers, established, panel, refresh"
1712,"technology, changes, consulting, senior, analyst"
1713,"terms, means, pursuant, submitted, sum"
1714,"installation, education, arts, manual, college"
1715,"assessments, land, consolidation, environmental, pta"
1716,"western, refurbishment, australia, carry, contractor"
1717,"local, cultural, sport, hockey, consultancy"
1718,"walagunya, uva, fremantle, sampling, soil"
1719,"pp, mt, primary, education, lockyer"
1720,"jasper, banksia, fencing, prison, justice"
1721,"education, health, safety, osh, occupational"
1722,"future, sustainability, serve, model, retail"
1723,"request, attractions, dbca, conservation, biodiversity"
1724,"school, grange, la, community, remote"
1725,"education, toilet, high, wycombe, yard"
1726,"panel, education, kiara, additions, college"
1727,"development, wa, transport, resources, dot"
1728,"theatre, rigging, equipment, trust, maintenance"
1729,"technology, ict, digital, transformation, change"
1730,"justice, women, prison, melaleuca, laundry"
1731,"pinjarra, high, page, kalamunda, school"
1732,"room, remote, refurbishment, home, economics"
1733,"office, industries, development, regional, dpird"
1734,"crusade, fortuner, prado, auto, toyota"
1735,"iform, nessus, licensing, licences, software"
1736,"licensing, private, ward, hollywood, woods"
1737,"bullcreek, school, fremantle, bus, language"
1738,"precinct, fishing, harbour, fremantle, boat"
1739,"sutherland, low, voltage, traction, power"
1740,"education, primary, installation, classroom, modular"
1741,"rewards, program, dot, schools, transport"
1742,"dvs, cuatrp2016, unaddressed, mailroom, mail"
1743,"primary, panel, school, rebuild, hillarys"
1744,"supply, delivery, doj, prison, justice"
1745,"demountable, replacement, program, admin, stimulus"
1746,"date, officer, environmental, start, 23"
1747,"material, precursor, active, cam, cathode"
1748,"proposal, led, production, advisory, screen"
1749,"electrical, scada, internet, network, pta"
1750,"western, hospital, external, internal, painting"
1751,"content, web, cuaicts2015, cuatps2019, manager"
1752,"systems, finance, cleaning, gutter, stormwater"
1753,"case, meekatharra, wa, country, health"
1754,"great, northern, highway, aboriginal, heritage"
1755,"manages, permits, kellerberrin, act, building"
1756,"endoscopic, maintenance, surgical, microscope, microscopes"
1757,"robotic, tafe, arms, forklifts, campus"
1758,"school, primary, education, gla, install"
1759,"biosecurity, houtman, islands, airstrip, abrolhos"
1760,"commitment, election, technology, science, stem"
1761,"gascoyne, australia, contract, western, awarded"
1762,"dpird2022065, dpird2022143, software, administrator, packaging"
1763,"iccis, clinical, cis, icu, metavision"
1764,"site, closure, bus, depot, joondalup"
1765,"shbbvp, respectful, pain, rse, relationships"
1766,"coordinating, cpe, engineer, station, lakelands"
1767,"adp, suppression, equipment, servicing, wda"
1768,"mp, scrubber, offender, ipls, track"
1769,"course, venue, contingency, examinations, atar"
1770,"dpird, irrigation, study, review, water"
1771,"school, access, design, high, report"
1772,"street, tiling, 93, wandana, subiaco"
1773,"2023, ibisworld, library, renewal, subscription"
1774,"panel, park, garden, bgpa, botanic"
1775,"plan, site, modelling, engineering, traffic"
1776,"roadside, extraction, feature, camera, lidar"
1777,"monitoring, bore, construction, bores, drilling"
1778,"nursery, commission, products, forest, fpc"
1779,"biovolume, instruments, microbiology, pcr, qeii"
1780,"analyses, phytoplankton, nursery, geraldton, finfish"
1781,"analysis, od, program, maturity, change"
1782,"aspect, agrees, respondent, principal, offer"
1783,"cahs, strategy, health, 2030, digital"
1784,"legislative, lls, legal, criminal, grants"
1785,"graffitti, periodic, maintenance, plant, indoor"
1786,"programmed, quotes, ps, upgrade, electrical"
1787,"harbour, construction, maritime, jetty, boat"
1788,"preparation, cahs, strategic, plan, operational"
1789,"nopims, nft, program, notebooks, teachers"
1790,"school, painting, high, senior, katanning"
1791,"bridge, repairs, substructure, structure, superstructure"
1792,"guides, radiographic, crowns, dentures, dental"
1793,"motorplex, new, supply, wheel, tractor"
1794,"launch, tourism, production, creative, brand"
1795,"öld, nmhs, kemh, euc, dmr"
1796,"hydrant, fremantle, hydrants, hospital, block"
1797,"capability, retardant, oil, equipment, spill"
1798,"devops, jims, lead, testing, test"
1799,"senior, improvement, performance, analyst, asset"
1800,"classrooms, fremantle, education, installation, college"
1801,"underground, feature, perth, survey, tunnel"
1802,"adelaide, active, road, safety, fitout"
1803,"june, education, cost, studies, feasibility"
1804,"ramp, gla, accompanying, transportable, landing"
1805,"selective, sirt, microspheres, yttrium, 90"
1806,"supply, mail, scanner, generator, ray"
1807,"panel, education, building, specialists, engineering"
1808,"contract, l7, personnel, months, cuatps2019"
1809,"quantitative, intelligent, analysis, ipave, pavement"
1810,"office, quotes, labour, contractor, agency"
1811,"access, website, radio, replacement, interface"
1812,"tool, software, solution, ppm, portfolio"
1813,"kalgoorlie, core, library, expansion, drill"
1814,"cua, gateway, gnict2015, cuagnict2015, network"
1815,"implications, transport, modelling, carbon, emissions"
1816,"gla, education, builders, relocation, modular"
1817,"invites, fenders, southern, port, ports"
1818,"aboriginal, jsc, party, jobs, responses"
1819,"drummond, beachlands, geraldton, park, lot"
1820,"intersection, coastal, highway, road, signage"
1821,"air, diabetic, exhaust, hospital, carnarvon"
1822,"bus, storage, construction, sheds, shed"
1823,"develop, strategic, review, development, case"
1824,"framework, data, maturity, strategic, asset"
1825,"support, nintex, maptaskr, enterprise, licencing"
1826,"review, critical, polybutylene, downstream, gas"
1827,"hamilton, wa, pathwest, laboratory, medicine"
1828,"technologist, site, nowergup, cleaning, supervisor"
1829,"saas, 365, ediscovery, backup, commvault"
1830,"tenable, information, dot, classification, software"
1831,"school, primary, assembly, covered, burrendah"
1832,"014432, fit, cost, uew, fitout"
1833,"chromatography, transfusion, titrators, supply, liquid"
1834,"trials, ht, clay, binding, phosphorous"
1835,"verification, health, monitoring, quality, water"
1836,"camhs, community, armadale, mental, health"
1837,"products, financial, budget, printing, papers"
1838,"slk, road, highway, sign, signs"
1839,"stakeholder, category, employee, survey, engagement"
1840,"reference, steel, mesh, materials, supply"
1841,"replacement, data, developer, migration, lis"
1842,"public, authority, transport, maintenance, pta"
1843,"economy, investment, radio, icrar, astronomy"
1844,"lis, wa, medicine, pathwest, laboratory"
1845,"identifying, risk, analytics, corruption, fraud"
1846,"dpird2022143, öld, feeder, feeders, trail"
1847,"vale, cuaelc2012, electricity, canning, college"
1848,"station, bus, undertakes, vic, facility"
1849,"maintenance, traffic, f5, low, managers"
1850,"regulation, price, beverage, economic, era"
1851,"expansion, flash, dell, 8tb, netapp"
1852,"preliminaries, high, school, upgrade, toilet"
1853,"analysis, risk, capability, functional, portfolio"
1854,"wagons, study, feasibility, iron, ore"
1855,"maintenance, supply, annual, montaj, oasis"
1856,"media, purchase, manufacture, plates, plate"
1857,"hospital, hemofiltration, fluids, renal, dialysis"
1858,"speech, paediatric, allied, care, health"
1859,"shutdown, shall, submit, days, contractor"
1860,"lan, shs, supply, equipment, network"
1861,"advisory, coordinator, procurement, railcar, metronet"
1862,"realignment, anzsog, 1records, onedms, training"
1863,"bunbury, conveyor, cv14, berth, port"
1864,"eofy, laboratories, independent, financial, dpird"
1865,"option, initial, discretion, term, months"
1866,"emergency, ed, pathways, rph, respiratory"
1867,"residential, procurement, tso500, ppe, kits"
1868,"mid, tier, metronet, dot, transport"
1869,"french, kath, maida, school, primary"
1870,"rockingham, short, stay, mental, health"
1871,"öld, development, phase, toolbox, sondap"
1872,"purchase, covid, laboratory, medicine, pathwest"
1873,"website, cookie, online, gesb, member"
1874,"distribution, rack, warehouse, cylinders, racking"
1875,"education, school, high, senior, rockingham"
1876,"33, 800, iphones, opp, 69840"
1877,"fleetwood, school, rossmoyne, high, senior"
1878,"country, whadjuk, program, language, noongar"
1879,"solution, controlled, recording, drugs, monitoring"
1880,"office, cleaning, regional, industries, dpird"
1881,"principals, ses, senior, executive, classification"
1882,"immediate, program, eap, assistance, employee"
1883,"urgent, welfare, cattle, woodstock, abydos"
1884,"ps, install, college, education, gla"
1885,"situations, notification, emergency, incident, webeoc"
1886,"commission, budget, sector, agency, review"
1887,"plaster, primary, school, replacement, ceiling"
1888,"maritime, mirp, simulators, training, simulator"
1889,"cuaicts2021, developer, 365, microsoft, dynamics"
1890,"dpird2022065, dpird2023003, öld, products, fencing"
1891,"design, ria, authority, rottnest, island"
1892,"track, constructability, line, ellenbrook, morley"
1893,"augusta, park, contractor, dbca, cleaning"
1894,"cycle, value, beef, farming, carbon"
1895,"pivot, police, recovery, plan, wa"
1896,"nmtafe, campus, workforce, redevelopment, balga"
1897,"hbf, devices, vehicle, mitigation, hostile"
1898,"total, kitchen, consumables, supplies, stationery"
1899,"50, wiring, centre, clinical, command"
1900,"framework, deliver, skills, development, training"
1901,"wide, main, roads, contract, panel"
1902,"toilet, building, propose, school, bmw"
1903,"weight, physiotherapy, obesity, grant, carnarvon"
1904,"young, program, age, gender, mentoring"
1905,"gate, perimeter, replacement, fence, fencing"
1906,"dpird2022066, dpird2022065, dpird2023003, advisor, osh"
1907,"development, plan, nmhs, health, strategic"
1908,"adolescent, planned, preventative, reactive, maintenance"
1909,"tunic, emergency, room, breathing, apparatus"
1910,"bridge, civil, cyclic, maintenance, crew"
1911,"cockburn, stations, creek, murdoch, bull"
1912,"processor, modules, traffic, mcram, atsc4"
